2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
7:0.012414 28:0.012400 49:0.020246 58:0.015843 65:0.014842 72:0.017058 97:0.016155 142:0.015102 167:0.012617 179:0.024307 268:0.023354 290:0.127773 291:0.012829 362:0.016283 463:0.017192 483:0.042180 485:0.012984 491:0.146987 494:0.013992 539:0.012335 640:0.012636 665:0.014268 745:0.022970 749:0.035634 782:0.014134 864:0.013414 896:0.060198 899:0.054951 955:0.038015 969:0.029183 970:0.021219 1023:0.030468 1130:0.015289 1152:0.030341 1194:0.041610 1205:0.018839 1243:0.016021 1388:0.017561 1428:0.012429 1437:0.054061 1445:0.012858 1505:0.013618 1563:0.018248 1627:0.178943 1674:0.014232 1694:0.035425 1697:0.013129 1761:0.012829 1773:0.026809 1781:0.123428 1859:0.064405 1884:0.015908 1905:0.031972 1976:0.073335 2065:0.012347 2151:0.016364 2152:0.017865 2201:0.012769 2215:0.013720 2271:0.034138 2272:0.016302 2281:0.015327 2313:0.016384 2387:0.016711 2417:0.022333 2447:0.032092 2488:0.012527 2507:0.037826 2517:0.021699 2625:0.013789 2627:0.016368 2628:0.012552 2637:0.015428 2649:0.013229 2654:0.027358 2658:0.015233 2685:0.240587 2710:0.066229 2716:0.014399 2727:0.013734 2785:0.033435 2849:0.013603 2979:0.024418 2982:0.012403 3000:0.015395 3073:0.013302 3078:0.017933 3099:0.020788 3118:0.013604 3123:0.019723 3275:0.012929 3276:0.025071 3321:0.321578 3327:0.907870 3344:0.013464 3360:0.026761 3361:0.055358 3362:0.018703 3373:0.207101 3374:0.015929
6:0.060607 30:0.026920 49:0.017513 58:0.018228 135:0.049861 211:0.089888 212:0.035264 213:0.021784 214:0.019066 229:0.018052 290:0.079058 304:0.017279 430:0.026680 438:0.060812 459:0.027261 491:0.020257 536:0.029578 537:0.021378 667:0.019365 669:0.018344 674:0.026708 725:0.020129 784:0.017336 792:0.024174 800:0.026395 805:0.026156 818:0.019473 837:0.017959 846:0.019922 896:0.037519 905:0.024008 977:0.021051 979:0.022740 980:0.020029 1163:0.034958 1164:0.030885 1205:0.041067 1243:0.019956 1419:0.019619 1500:0.018465 1535:0.136740 1627:0.754801 1666:0.029836 1698:0.021574 1740:0.045218 1742:0.047278 1855:0.027156 1912:0.018811 1913:0.022626 1916:0.029613 1917:0.023116 1928:0.021495 1937:0.027822 1939:0.019583 1941:0.017568 1949:0.020780 2281:0.033083 2307:0.026704 2315:0.027135 2385:0.018284 2417:0.419187 2421:0.042096 2501:0.020603 2505:0.021775 2506:0.030033 2507:0.575974 2508:0.020793 2509:0.017294 2510:0.021705 2539:0.167176 2540:0.032099 2541:0.203490 2630:0.023427 2631:0.023353 2685:0.081942 2708:0.020734 2710:0.246938 2714:0.019291 2716:0.042562 2732:0.018219 2733:0.033199 2901:0.023627 2968:0.084948 2992:0.018725 3091:0.032625 3099:0.032785 3128:0.021348 3209:0.018431 3211:0.041938 3212:0.053720 3224:0.118476 3225:0.460321 3232:0.019705 3277:0.020213 3280:0.021051 3289:0.026075 3321:0.404982 3327:0.948584 3333:0.021059 3370:0.021265
33:0.043108 134:0.027465 181:0.042415 201:0.027402 242:0.014209 246:0.015551 311:0.020851 312:0.016829 348:0.015390 368:0.018761 414:0.014022 417:0.022412 520:0.119188 521:0.033628 528:0.030322 544:0.017257 589:0.021494 698:0.016789 704:0.139793 708:0.039089 750:0.018236 826:0.013847 885:0.130803 934:0.045161 951:0.026395 994:0.074537 1006:0.023179 1011:0.156641 1023:0.043005 1071:0.024670 1075:0.017446 1080:0.028773 1149:0.014419 1194:0.016827 1256:0.048036 1266:0.015132 1316:0.014214 1349:0.025624 1361:0.013599 1373:0.041221 1411:0.017650 1412:0.020818 1439:0.021640 1658:0.032258 1662:0.277230 1688:0.013986 1696:0.013801 1701:0.112940 1787:0.036166 1810:0.039002 1845:0.043106 1846:0.102490 1905:0.144948 1922:0.053393 1997:0.014742 2049:0.028411 2084:0.015525 2160:0.027993 2171:0.045978 2172:0.018905 2218:0.014692 2221:0.019887 2257:0.015785 2308:0.020394 2331:0.016047 2420:0.016650 2459:0.034873 2475:0.016082 2573:0.119021 2623:0.067401 2636:0.014834 2685:0.048058 2688:0.014177 2709:0.017447 2716:0.020746 2717:0.017241 2753:0.028171 2754:0.013618 2763:0.021102 2781:0.015683 2807:0.015781 2915:0.018517 2953:0.031770 2960:0.044880 3086:0.023523 3114:0.056077 3185:0.016377 3200:0.017796 3223:0.014641 3284:0.031568 3297:0.356156 3298:0.021013 3300:0.210025 3301:0.231721 3307:0.027495 3309:0.019161 3321:0.621280 3327:0.966408 3383:0.043981 3384:0.122991
29:0.024524 126:0.014205 143:0.023586 144:0.018563 147:0.026801 223:0.020357 245:0.022758 290:0.016181 345:0.019328 367:0.015063 434:0.014801 444:0.069618 448:0.020049 468:0.014388 477:0.037910 478:0.027025 505:0.029162 601:0.022605 603:0.015431 631:0.027033 745:0.016633 781:0.022944 826:0.015302 847:0.014901 919:0.014897 987:0.041435 994:0.016760 1017:0.021794 1025:0.036492 1044:0.024763 1045:0.017876 1049:0.018604 1050:0.015674 1105:0.064356 1106:0.138920 1194:0.017155 1210:0.021332 1268:0.060119 1303:0.015506 1307:0.021127 1356:0.071168 1376:0.048732 1377:0.021088 1379:0.016478 1486:0.020297 1594:0.639784 1595:0.021037 1597:0.019125 1600:0.016586 1607:0.022617 1649:0.025918 1703:0.019538 1746:0.019373 1757:0.020609 1781:0.105502 1864:0.021944 1998:0.023975 2095:0.046458 2096:0.027726 2098:0.090840 2101:0.020931 2106:0.018041 2107:0.016368 2113:0.024919 2166:0.018991 2247:0.018047 2265:0.019821 2266:0.050697 2303:0.016024 2311:0.021125 2376:0.035643 2383:0.023072 2437:0.033066 2463:0.040177 2469:0.014786 2590:0.014557 2600:0.021132 2601:0.017412 2604:0.045345 2609:0.038377 2685:0.038961 2757:0.032368 2783:0.030719 2788:0.134209 2835:0.020742 2853:0.018923 2883:0.015970 2887:0.030648 2889:0.016313 2939:0.024331 2951:0.017840 2988:0.014370 3011:0.028716 3016:0.026263 3031:0.024409 3169:0.018908 3219:0.021302 3311:0.024267 3321:0.312496 3327:0.756421
7:0.017246 30:0.018577 49:0.018601 57:0.012909 65:0.024154 89:0.011980 96:0.012874 97:0.011668 116:0.015834 118:0.024291 119:0.015902 242:0.013694 268:0.075128 269:0.012491 290:0.311074 291:0.014351 335:0.018371 438:0.021248 483:0.019006 491:0.063944 539:0.012692 551:0.011842 665:0.015914 699:0.014893 745:0.022751 749:0.012175 755:0.012753 782:0.023547 826:0.062292 913:0.015941 928:0.013642 970:0.021005 972:0.011915 991:0.012573 994:0.081517 1011:0.025667 1023:0.017693 1042:0.015938 1046:0.014493 1130:0.017325 1152:0.017399 1194:0.011798 1243:0.011929 1262:0.016941 1357:0.017545 1416:0.014944 1437:0.013778 1487:0.011854 1616:0.012382 1627:0.218133 1694:0.037478 1697:0.014647 1721:0.011930 1746:0.012869 1773:0.036280 1781:0.016694 1884:0.020117 1920:0.012792 1952:0.014263 1963:0.011696 1976:0.016607 2151:0.019511 2152:0.016499 2153:0.026372 2262:0.012285 2281:0.018999 2370:0.017417 2387:0.012030 2417:0.140001 2447:0.314999 2584:0.012867 2637:0.013613 2649:0.073333 2661:0.013254 2662:0.019028 2684:0.011698 2685:0.251142 2696:0.052141 2710:0.080268 2714:0.016068 2716:0.031483 2761:0.014596 2785:0.012863 2788:0.084588 2875:0.012514 2898:0.021891 2955:0.013799 3019:0.012236 3065:0.037078 3096:0.014114 3099:0.019136 3118:0.022290 3123:0.023525 3124:0.011916 3128:0.012218 3151:0.012802 3165:0.012694 3321:0.448993 3327:0.878139 3369:0.012130
30:0.056893 31:0.014640 119:0.014973 174:0.015421 207:0.024747 228:0.017759 239:0.018374 269:0.014070 290:0.035716 291:0.016436 346:0.018771 358:0.014468 369:0.013455 431:0.013207 556:0.020423 632:0.013176 635:0.030861 665:0.013332 684:0.057705 685:0.013523 686:0.030408 687:0.014032 798:0.019599 826:0.017126 896:0.016676 904:0.019893 915:0.020322 970:0.015960 994:0.018465 1023:0.017426 1039:0.032190 1124:0.126945 1130:0.014388 1134:0.025742 1135:0.016430 1167:0.013364 1194:0.029103 1197:0.043045 1198:0.019091 1215:0.126889 1216:0.017274 1217:0.015086 1299:0.015335 1365:0.018303 1379:0.016365 1416:0.013158 1471:0.020763 1496:0.072660 1497:0.075481 1513:0.068805 1514:0.025132 1517:0.049786 1554:0.025332 1601:0.013247 1618:0.027690 1627:0.182043 1653:0.017971 1655:0.013711 1742:0.015232 1746:0.032938 1781:0.033405 1826:0.029043 1884:0.024533 1949:0.017529 2248:0.097116 2297:0.014441 2312:0.033298 2317:0.014597 2318:0.019445 2321:0.015016 2325:0.016104 2366:0.013276 2367:0.021637 2483:0.014883 2649:0.020666 2685:0.281282 2710:0.157241 2714:0.026392 2716:0.025030 2741:0.018295 2766:0.014056 2788:0.470935 2938:0.015383 3022:0.029995 3073:0.015525 3096:0.019606 3118:0.013682 3151:0.014403 3154:0.013879 3159:0.013850 3168:0.043589 3186:0.014621 3214:0.013358 3221:0.013400 3292:0.039395 3296:0.045865 3321:0.232973 3327:0.814529 3369:0.013779 3398:0.017691
9:0.030553 14:0.018166 30:0.020660 58:0.018530 65:0.028076 86:0.017572 96:0.074325 97:0.048351 116:0.017799 118:0.020876 159:0.017592 241:0.032245 269:0.017624 290:0.103187 291:0.059397 327:0.033449 404:0.019036 418:0.090229 483:0.030428 491:0.046936 505:0.059053 616:0.020979 645:0.017351 711:0.070471 712:0.040684 714:0.050778 723:0.019451 745:0.018938 755:0.030344 797:0.026453 829:0.030052 861:0.052175 874:0.045456 928:0.017210 948:0.108015 969:0.039894 970:0.019875 972:0.017683 994:0.034489 1023:0.042376 1038:0.021848 1053:0.019086 1130:0.017382 1141:0.041921 1151:0.018406 1152:0.354596 1194:0.023634 1243:0.016674 1262:0.221856 1271:0.016436 1320:0.017047 1382:0.016975 1416:0.019342 1450:0.019601 1581:0.059981 1694:0.035873 1697:0.016942 1721:0.021071 1746:0.016432 1773:0.326899 1781:0.329341 1806:0.026536 1884:0.030244 1918:0.017524 2145:0.127652 2152:0.018866 2281:0.016447 2417:0.018706 2418:0.075567 2424:0.027314 2430:0.051751 2447:0.140173 2598:0.020531 2606:0.018386 2609:0.415760 2637:0.016609 2655:0.019341 2661:0.018307 2685:0.167406 2694:0.017258 2710:0.236353 2731:0.024776 2785:0.028648 2788:0.359670 2823:0.016691 2824:0.019730 2825:0.017417 2898:0.020074 2910:0.027396 2955:0.019215 3096:0.060699 3099:0.019144 3103:0.022180 3118:0.032394 3123:0.019840 3128:0.021882 3237:0.040044 3321:0.802235 3327:0.812142 3369:0.016901
10:0.012395 15:0.009850 30:0.015136 49:0.014036 57:0.017506 65:0.016627 66:0.010402 96:0.009386 97:0.011509 119:0.011470 242:0.014025 269:0.035963 290:0.034568 317:0.010867 323:0.010212 356:0.010373 551:0.014053 555:0.009450 665:0.009924 690:0.013267 745:0.017278 749:0.014578 755:0.011966 782:0.010843 826:0.060535 963:0.009459 969:0.030162 991:0.010453 994:0.047153 1023:0.014521 1042:0.013754 1046:0.013707 1130:0.015441 1148:0.009493 1157:0.016546 1169:0.011103 1194:0.019677 1202:0.015802 1240:0.013048 1403:0.010400 1409:0.015767 1449:0.009587 1477:0.010626 1518:0.012022 1616:0.011256 1627:0.040417 1637:0.012440 1658:0.019495 1693:0.011080 1722:0.012964 1743:0.021429 1767:0.050546 1773:0.014646 1781:0.025276 1786:0.018639 1844:0.009861 1905:0.017613 1963:0.024476 1987:0.011641 2065:0.010058 2071:0.197608 2073:0.039785 2075:0.022259 2087:0.011301 2153:0.010586 2281:0.015473 2292:0.013566 2315:0.012509 2370:0.013630 2584:0.021228 2676:0.010123 2684:0.009908 2685:0.309604 2688:0.010325 2714:0.011875 2716:0.015938 2721:0.010088 2738:0.010291 2739:0.010188 2761:0.012702 2775:0.021155 2776:0.016966 2788:0.181566 3062:0.103760 3065:0.018071 3075:0.011576 3078:0.012563 3096:0.023674 3099:0.015159 3110:0.042237 3128:0.016628 3151:0.014270 3165:0.012182 3217:0.013706 3230:0.018779 3271:0.009762 3321:0.506964 3327:0.726114 3329:0.010397 3368:0.011656
19:0.021299 49:0.020484 65:0.030004 135:0.027971 205:0.027009 211:0.027328 213:0.020777 220:0.202722 222:0.157117 290:0.145905 304:0.052514 378:0.026251 524:0.019798 537:0.029691 568:0.048741 569:0.062297 638:0.028844 646:0.025296 655:0.039285 784:0.027019 799:0.028672 835:0.038514 836:0.022212 873:0.021260 896:0.019421 903:0.030677 956:0.023518 970:0.024085 977:0.020699 978:0.040580 1023:0.019191 1137:0.022970 1138:0.023725 1140:0.033338 1141:0.898433 1142:0.035651 1143:0.074988 1144:0.035454 1145:0.134607 1146:0.038439 1238:0.023152 1242:0.042631 1309:0.028610 1338:0.026181 1344:0.072231 1419:0.053236 1425:0.050125 1516:0.031800 1518:0.018676 1529:0.021870 1534:0.054920 1535:0.034556 1627:0.163865 1667:0.047740 1698:0.033075 1728:0.022543 1868:0.023706 1898:0.052525 1901:0.081428 1912:0.109282 1913:0.021156 1938:0.039258 1939:0.134728 1940:0.172691 1941:0.063966 1992:0.047171 2028:0.020110 2046:0.020373 2048:0.026911 2058:0.022091 2168:0.094503 2320:0.030838 2447:0.298195 2503:0.023391 2504:0.023396 2505:0.021201 2506:0.039740 2507:0.801465 2508:0.033216 2584:0.024296 2588:0.207121 2635:0.021221 2665:0.026083 2685:0.230567 2689:0.018443 2710:0.036361 2712:0.022399 2784:0.018406 2901:0.057488 2909:0.073646 2954:0.022781 3049:0.080425 3050:0.024691 3099:0.024399 3209:0.020481 3293:0.023937 3294:0.020046 3321:0.315038 3327:0.866282 3340:0.023404
15:0.009895 49:0.015131 65:0.010759 68:0.208566 268:0.012255 269:0.010845 291:0.010613 336:0.276184 375:0.016364 376:0.009848 398:0.009937 413:0.009967 452:0.017425 518:0.012052 519:0.018255 598:0.009951 602:0.017660 604:0.108193 745:0.026767 761:0.010426 789:0.009994 823:0.012013 826:0.011198 924:0.010353 961:0.026120 970:0.017401 994:0.016864 1012:0.011707 1026:0.028619 1063:0.011593 1093:0.012460 1130:0.012382 1148:0.010508 1156:0.009941 1170:0.012267 1171:0.038955 1341:0.015081 1392:0.010226 1424:0.010545 1545:0.010579 1547:0.010141 1560:0.142514 1566:0.021814 1584:0.012016 1616:0.010467 1658:0.016049 1694:0.013573 1713:0.011569 1733:0.010823 1746:0.010269 1773:0.010363 1803:0.022812 1824:0.012150 2140:0.012863 2158:0.070596 2178:0.011844 2190:0.010284 2198:0.014377 2203:0.215395 2206:0.011001 2212:0.010230 2230:0.014668 2284:0.024654 2292:0.009969 2419:0.012188 2449:0.023863 2450:0.016701 2462:0.012228 2464:0.011052 2559:0.029636 2614:0.010071 2633:0.020365 2670:0.010321 2677:0.011455 2685:0.269097 2714:0.029657 2740:0.013946 2775:0.013945 2924:0.182301 2960:0.030134 3033:0.026540 3060:0.087811 3062:0.011541 3064:0.016263 3065:0.098127 3068:0.016881 3069:0.014703 3070:0.012484 3071:0.023079 3075:0.014278 3078:0.010353 3099:0.040939 3151:0.010468 3184:0.014473 3195:0.036623 3253:0.010359 3278:0.012032 3321:0.548964 3327:0.487484 3352:0.075212
10:0.018361 49:0.020167 107:0.029492 140:0.120494 151:0.295843 152:0.018483 157:0.034488 158:0.760863 262:0.019986 290:0.288067 291:0.036553 474:0.038583 476:0.045524 499:0.020071 508:0.019935 509:0.028832 537:0.294430 540:0.019994 555:0.019716 574:0.021092 576:0.018918 590:0.022326 676:0.024429 745:0.038942 751:0.020598 755:0.029839 814:0.018780 834:0.025698 860:0.018045 994:0.059834 1023:0.019515 1037:0.061414 1129:0.021562 1200:0.019635 1211:0.028889 1212:0.039224 1437:0.023739 1460:0.024102 1461:0.691045 1462:0.021430 1464:0.053642 1465:0.039526 1466:0.026006 1467:0.952587 1468:0.022803 1469:0.493647 1518:0.019446 1616:0.020721 1637:0.018486 1729:0.018570 1746:0.031312 1778:0.075836 1787:0.042142 1863:0.039460 1919:0.018024 1967:0.018158 2047:0.734183 2082:0.019082 2090:0.216124 2118:0.027540 2152:0.017826 2157:0.065897 2195:0.020807 2278:0.023527 2281:0.022564 2327:0.182512 2471:0.025110 2562:0.032148 2564:0.022467 2579:0.020621 2639:0.023643 2642:0.022815 2685:0.273143 2687:0.025367 2718:0.024959 2719:0.017771 2720:0.021203 2756:0.047866 2761:0.019604 2767:0.054689 2816:0.030675 2951:0.019469 2984:0.079778 3078:0.034627 3079:0.020243 3118:0.038691 3183:0.030779 3246:0.019207 3254:0.018152 3255:0.044950 3256:0.074638 3261:0.022833 3264:0.037873 3297:0.019006 3298:0.025515 3319:0.026711 3321:0.582480 3327:0.980427 3331:0.023433 3382:0.026262
97:0.017286 190:0.175998 191:0.095386 218:0.022623 242:0.015719 268:0.132560 279:0.017371 283:0.021455 310:0.028382 314:0.023864 315:0.046296 408:0.023908 432:0.020109 451:0.016219 543:0.045712 545:0.020630 611:0.025243 612:0.030098 644:0.021976 694:0.015978 696:0.019849 704:0.049307 756:0.017900 757:0.021944 766:0.024567 769:0.328905 770:0.018145 771:0.016698 773:0.052327 774:0.047075 777:0.046269 780:0.089260 787:0.029114 788:0.019475 833:0.016365 849:0.136370 883:0.055993 960:0.018549 969:0.034716 994:0.023643 1006:0.024936 1011:0.035551 1056:0.016846 1176:0.032071 1186:0.021029 1187:0.020166 1240:0.016981 1407:0.017121 1439:0.021117 1518:0.021143 1539:0.016311 1582:0.024439 1584:0.160404 1586:0.017493 1660:0.023552 1685:0.019905 1687:0.016081 1719:0.022640 1769:0.035839 1791:0.047839 1801:0.057237 1827:0.022010 1845:0.016258 1873:0.030072 1905:0.031244 1964:0.100546 2009:0.022079 2065:0.016782 2104:0.061743 2132:0.019846 2329:0.015695 2361:0.066400 2409:0.041860 2419:0.043555 2432:0.025987 2560:0.029443 2561:0.030225 2570:0.022142 2573:0.416787 2664:0.019057 2685:0.018646 2753:0.016088 2911:0.061457 3034:0.016729 3035:0.035489 3036:0.040251 3060:0.029437 3061:0.018391 3065:0.018707 3106:0.016403 3107:0.021218 3108:0.023176 3217:0.020158 3262:0.046249 3263:0.062929 3273:0.044796 3274:0.047650 3321:0.172150 3327:0.946329 3381:0.047270
6:0.013548 7:0.009102 19:0.013317 49:0.011045 58:0.023366 65:0.009628 135:0.089344 174:0.015605 204:0.013722 211:0.012793 212:0.015112 213:0.010597 222:0.010928 269:0.010366 290:0.033654 291:0.009688 346:0.012126 350:0.010303 471:0.009057 571:0.010452 580:0.011813 669:0.009320 792:0.009910 800:0.010010 818:0.011288 969:0.014677 970:0.011349 977:0.051384 979:0.027197 980:0.019676 1023:0.009020 1163:0.047089 1164:0.022251 1194:0.015718 1197:0.009258 1215:0.042582 1216:0.010357 1455:0.012185 1518:0.009296 1535:0.031799 1554:0.221219 1616:0.011261 1627:0.026661 1698:0.009744 1742:0.016391 1781:0.012280 1859:0.009960 1912:0.017403 1913:0.011233 1917:0.013086 1937:0.012146 1941:0.009524 2151:0.009692 2152:0.009640 2182:0.010567 2281:0.009650 2285:0.010347 2307:0.019360 2367:0.008991 2370:0.009488 2417:0.050044 2505:0.011519 2506:0.035985 2507:0.357851 2508:0.009243 2510:0.013739 2532:0.017480 2539:0.020374 2540:0.012834 2541:0.010891 2630:0.009066 2631:0.010426 2685:0.052533 2704:0.009587 2708:0.010805 2710:0.021044 2716:0.011285 2733:0.011487 2788:0.049722 2901:0.011124 2917:0.012396 2968:0.014253 3022:0.027659 3075:0.009323 3096:0.019177 3099:0.014140 3118:0.010632 3123:0.011079 3151:0.010458 3209:0.011893 3211:0.010396 3212:0.021975 3224:0.024717 3225:0.135342 3277:0.009368 3280:0.015637 3292:0.011774 3321:0.590544 3327:0.693271 3348:0.013619
33:0.037056 65:0.023807 71:0.017013 246:0.018101 249:0.033647 268:0.016582 269:0.014888 290:0.027871 298:0.022993 311:0.018130 349:0.015800 383:0.016517 386:0.015736 414:0.017959 451:0.016170 543:0.082319 544:0.027556 545:0.111647 546:0.052176 704:0.033870 708:0.078358 738:0.016129 754:0.018255 769:0.048780 773:0.016216 780:0.017430 826:0.016039 848:0.022454 886:0.015336 936:0.015909 994:0.036738 995:0.015205 997:0.016213 1006:0.033922 1011:0.120707 1074:0.025955 1109:0.017340 1116:0.055165 1130:0.015615 1194:0.044841 1324:0.045355 1403:0.021374 1411:0.021254 1477:0.021203 1521:0.017105 1724:0.016644 1744:0.015476 1781:0.037824 1784:0.054667 1810:0.031139 1827:0.089564 1845:0.024930 1903:0.017334 1943:0.048544 1955:0.019346 1963:0.020542 1964:0.023890 1966:0.015628 2084:0.017358 2133:0.197709 2171:0.019169 2218:0.015036 2308:0.018001 2329:0.017434 2331:0.019924 2337:0.014940 2342:0.016896 2361:0.021915 2420:0.017156 2522:0.015133 2569:0.015713 2571:0.018101 2573:0.806793 2574:0.015593 2575:0.017230 2618:0.018229 2685:0.196345 2716:0.024704 2753:0.023511 2804:0.019726 2858:0.016355 2911:0.309508 2913:0.016696 2915:0.017428 2973:0.016151 3032:0.022285 3099:0.018210 3128:0.017086 3136:0.030405 3185:0.020209 3208:0.020831 3216:0.026960 3263:0.016842 3268:0.016767 3274:0.016822 3321:0.562901 3327:0.963692 3347:0.018916 3350:0.285145 3368:0.022635
18:0.018226 53:0.042486 91:0.020885 148:0.025661 149:0.040803 181:0.025679 248:0.114442 319:0.018447 333:0.022790 340:0.027222 343:0.020951 461:0.022894 520:0.042102 521:0.066050 550:0.018431 610:0.140301 628:0.023864 629:0.031937 663:0.026514 664:0.027623 718:0.035179 738:0.017293 739:0.041963 745:0.019484 879:0.042854 927:0.034289 968:0.041989 1058:0.018394 1066:0.041233 1081:0.059015 1082:0.036728 1122:0.018705 1175:0.059243 1267:0.052347 1349:0.040591 1352:0.019004 1417:0.017998 1435:0.017950 1565:0.022332 1574:0.018878 1652:0.101261 1664:0.116597 1709:0.020324 1751:0.030872 1787:0.191976 1802:0.047650 1810:0.026108 1817:0.022696 1827:0.077910 1886:0.041418 1900:0.028759 1964:0.199756 2026:0.051053 2083:0.047864 2133:0.065611 2192:0.028198 2257:0.021592 2260:0.478654 2261:0.264505 2327:0.029531 2334:0.021756 2337:0.047780 2372:0.022618 2459:0.019046 2485:0.017936 2521:0.017382 2549:0.023931 2592:0.079178 2593:0.096602 2595:0.029453 2636:0.026721 2683:0.039194 2685:0.092044 2710:0.032155 2720:0.027411 2818:0.522592 2820:0.028037 2843:0.288701 2893:0.017456 2911:0.074105 2957:0.218812 3013:0.018473 3034:0.063777 3054:0.028694 3136:0.045122 3175:0.018708 3189:0.024658 3223:0.025102 3262:0.038163 3281:0.029376 3283:0.026128 3297:0.371989 3298:0.030983 3301:0.091462 3304:0.058582 3321:0.625222 3327:0.789456 3331:0.076406 3350:0.169834 3380:0.024102
7:0.008851 19:0.010650 30:0.011347 49:0.024423 57:0.010938 65:0.017091 89:0.009461 96:0.008848 97:0.009638 110:0.009882 119:0.009460 204:0.009196 228:0.008952 241:0.009311 242:0.012468 268:0.015504 269:0.010834 290:0.029026 308:0.011991 317:0.010050 351:0.008705 369:0.011665 463:0.015144 542:0.010686 551:0.010606 642:0.015519 665:0.014432 745:0.011034 749:0.011263 782:0.013550 850:0.008882 896:0.039285 969:0.020078 970:0.015211 994:0.031536 1023:0.017084 1042:0.010567 1046:0.011072 1130:0.014067 1152:0.028759 1194:0.017509 1215:0.018426 1240:0.011061 1403:0.010961 1518:0.009080 1616:0.012729 1618:0.008722 1627:0.210347 1666:0.009246 1694:0.013863 1697:0.009289 1722:0.010605 1742:0.021419 1746:0.015324 1773:0.010703 1781:0.024263 1786:0.018573 1844:0.010840 1884:0.010979 1905:0.017597 1912:0.018011 2065:0.023293 2151:0.009072 2152:0.009542 2153:0.008780 2281:0.010112 2325:0.011752 2370:0.010279 2387:0.010212 2447:0.021924 2507:0.017782 2584:0.013545 2637:0.017352 2661:0.009055 2685:0.208659 2687:0.008763 2688:0.010221 2710:0.083741 2714:0.008722 2716:0.009663 2761:0.008708 2785:0.010264 2788:0.028375 2955:0.008715 3073:0.009065 3078:0.013399 3099:0.025968 3118:0.010748 3128:0.013511 3151:0.012292 3165:0.009706 3168:0.010074 3217:0.014643 3321:0.526855 3327:0.916246 3329:0.009342 3361:0.009834 3367:0.010646 3369:0.012165 3373:0.011549
